Ank,0.81,-9.9,-0.17
Hip,1.25,-10.12,-1.09
Kne,-3.03,-9.7,-0.44
Ank,0.81,-9.9,-0.17
Hip,2.66,-9.41,-1.28
Kne,-3.03,-9.7,-0.44
Ank,0.81,-9.9,-0.17
Hip,2.66,-9.41,-1.28
Kne,-1.43,-10.83,0.38
Ank,0.55,-10,0.01
Hip,2.66,-9.41,-1.28
Kne,-1.43,-10.83,0.38
Ank,0.55,-10,0.01
Hip,2.66,-9.41,-1.28
Kne,-1.43,-10.83,0.38
Ank,0.55,-10,0.01
Hip,1.16,-9.63,-2.77
Kne,-1.43,-10.83,0.38
Ank,0.55,-10,0.01
Hip,1.16,-9.63,-2.77
Kne,-3.65,-9.7,-1.8
Ank,0.88,-9.89,-0.2
Hip,1.16,-9.63,-2.77
Kne,-3.65,-9.7,-1.8
Ank,0.88,-9.89,-0.2
Hip,1.16,-9.63,-2.77
Kne,-3.65,-9.7,-1.8
Ank,0.88,-9.89,-0.2
Hip,0.96,-9.82,-2.89
Kne,-3.65,-9.7,-1.8
Ank,0.88,-9.89,-0.2
Hip,0.96,-9.82,-2.89
Kne,-2.51,-9.65,-1.98
Ank,0.93,-10.02,-0.01
Hip,0.96,-9.82,-2.89
Kne,-2.51,-9.65,-1.98
Ank,0.93,-10.02,-0.01
Hip,0.96,-9.82,-2.89
Kne,-2.51,-9.65,-1.98
Ank,0.93,-10.02,-0.01
Hip,0.84,-10.06,-2.39
Kne,-2.51,-9.65,-1.98
Ank,0.93,-10.02,-0.01
Hip,0.84,-10.06,-2.39
Kne,-3.59,-9.92,-1.38
Ank,0.92,-9.74,-0.36
Hip,0.84,-10.06,-2.39
Kne,-3.59,-9.92,-1.38
Ank,0.92,-9.74,-0.36
Hip,0.84,-10.06,-2.39
Kne,-3.59,-9.92,-1.38
Ank,0.92,-9.74,-0.36
Hip,1.06,-10.08,-2.46
Kne,-3.59,-9.92,-1.38
Ank,0.92,-9.74,-0.36
Hip,1.06,-10.08,-2.46
Kne,-1.96,-10.02,-1.76
Ank,0.88,-9.9,-0.18
Hip,1.06,-10.08,-2.46
Kne,-1.96,-10.02,-1.76
Ank,0.88,-9.9,-0.18
Hip,1.06,-10.08,-2.46
Kne,-1.96,-10.02,-1.76
Ank,0.88,-9.9,-0.18
Hip,1.12,-9.33,-2.31
Kne,-1.96,-10.02,-1.76
Ank,0.88,-9.9,-0.18
Hip,1.12,-9.33,-2.31
Kne,-1.51,-9.73,-1
Ank,0.91,-9.71,-0.37
Hip,1.12,-9.33,-2.31
Kne,-1.51,-9.73,-1
Ank,0.91,-9.71,-0.37
Hip,1.12,-9.33,-2.31
Kne,-1.51,-9.73,-1
Ank,0.91,-9.71,-0.37
Hip,1.54,-9.68,-1.98
Kne,-1.51,-9.73,-1
Ank,0.91,-9.71,-0.37
Hip,1.54,-9.68,-1.98
Kne,-1.35,-9.91,-0.91
Ank,0.93,-9.84,-0.29
Hip,1.54,-9.68,-1.98
Kne,-1.35,-9.91,-0.91
Ank,0.93,-9.84,-0.29
Hip,1.54,-9.68,-1.98
Kne,-1.35,-9.91,-0.91
Ank,0.93,-9.84,-0.29
Hip,1.55,-9.1,-2.27
Kne,-1.35,-9.91,-0.91
Ank,0.93,-9.84,-0.29
Hip,1.55,-9.1,-2.27
Kne,-0.59,-9.59,-0.97
Ank,0.93,-9.85,-0.19
Hip,1.55,-9.1,-2.27
Kne,-0.59,-9.59,-0.97
Ank,0.93,-9.85,-0.19
Hip,1.55,-9.1,-2.27
Kne,-0.59,-9.59,-0.97
Ank,0.93,-9.85,-0.19
Hip,1.5,-9.37,-2.41
Kne,-0.59,-9.59,-0.97
Ank,0.93,-9.85,-0.19
Hip,1.5,-9.37,-2.41
Kne,-0.72,-9.89,-1.13
Ank,0.89,-9.84,-0.19
Hip,1.5,-9.37,-2.41
Kne,-0.72,-9.89,-1.13
Ank,0.89,-9.84,-0.19
Hip,1.5,-9.37,-2.41
Kne,-0.72,-9.89,-1.13
Ank,0.89,-9.84,-0.19
Hip,1,-10.05,-2.01
Kne,-0.72,-9.89,-1.13
Ank,0.89,-9.84,-0.19
Hip,1,-10.05,-2.01
Kne,-2.44,-10.09,-0.01
Ank,0.92,-9.74,-0.31
Hip,1,-10.05,-2.01
Kne,-2.44,-10.09,-0.01
Ank,0.92,-9.74,-0.31
Hip,1,-10.05,-2.01
Kne,-2.44,-10.09,-0.01
Ank,0.92,-9.74,-0.31
Hip,0.64,-10.18,-1.73
Kne,-2.44,-10.09,-0.01
Ank,0.92,-9.74,-0.31
Hip,0.64,-10.18,-1.73
Kne,-1.95,-9.97,-1.58
Ank,0.94,-9.98,-0.03
Hip,0.64,-10.18,-1.73
Kne,-1.95,-9.97,-1.58
Ank,0.94,-9.98,-0.03
Hip,0.64,-10.18,-1.73
Kne,-1.95,-9.97,-1.58
Ank,0.94,-9.98,-0.03
Hip,0.3,-9.66,-1.94
Kne,-1.95,-9.97,-1.58
Ank,0.94,-9.98,-0.03
Hip,0.3,-9.66,-1.94
Kne,-1.22,-9.64,-0.8
Ank,0.9,-9.84,-0.07
Hip,0.3,-9.66,-1.94
Kne,-1.22,-9.64,-0.8
Ank,0.9,-9.84,-0.07
Hip,0.3,-9.66,-1.94
Kne,-1.22,-9.64,-0.8
Ank,0.9,-9.84,-0.07
Hip,1.06,-9.61,-2.24
Kne,-1.22,-9.64,-0.8
Ank,0.9,-9.84,-0.07
Hip,1.06,-9.61,-2.24
Kne,1.4,-10.47,-1.04
Ank,0.93,-10.03,0.11
Hip,1.06,-9.61,-2.24
Kne,1.4,-10.47,-1.04
Ank,0.93,-10.03,0.11
Hip,1.06,-9.61,-2.24
Kne,1.4,-10.47,-1.04
Ank,0.93,-10.03,0.11
Hip,1.03,-10.22,-1.06
Kne,1.4,-10.47,-1.04
Ank,0.93,-10.03,0.11
Hip,1.03,-10.22,-1.06
Kne,0.1,-10.9,0.75
Ank,0.94,-9.94,-0.15
Hip,1.03,-10.22,-1.06
Kne,0.1,-10.9,0.75
Ank,0.94,-9.94,-0.15
Hip,1.03,-10.22,-1.06
Kne,0.1,-10.9,0.75
Ank,0.94,-9.94,-0.15
Hip,1.64,-10.16,-0.1
Kne,0.1,-10.9,0.75
Ank,0.94,-9.94,-0.15
Hip,1.64,-10.16,-0.1
Kne,2.75,-11.89,2.71
Ank,0.81,-10.15,-0.16
Hip,1.64,-10.16,-0.1
Kne,2.75,-11.89,2.71
Ank,0.81,-10.15,-0.16
Hip,1.64,-10.16,-0.1
Kne,2.75,-11.89,2.71
Ank,0.81,-10.15,-0.16
Hip,2.49,-11.18,1.53
Kne,2.75,-11.89,2.71
Ank,0.81,-10.15,-0.16
Hip,2.49,-11.18,1.53
Kne,-0.81,-12.57,2.82
Ank,0.21,-9.91,-1.59
Hip,2.49,-11.18,1.53
Kne,-0.81,-12.57,2.82
Ank,0.21,-9.91,-1.59
Hip,2.49,-11.18,1.53
Kne,-0.81,-12.57,2.82
Ank,0.21,-9.91,-1.59
Hip,1.71,-12.77,-0.3
Kne,-0.81,-12.57,2.82
Ank,0.21,-9.91,-1.59
Hip,1.71,-12.77,-0.3
Kne,-4.71,-12.81,0.1
Ank,-1.1,-13,-3.13
Hip,1.71,-12.77,-0.3
Kne,-4.71,-12.81,0.1
Ank,-1.1,-13,-3.13
Hip,1.71,-12.77,-0.3
Kne,-4.71,-12.81,0.1
Ank,-1.1,-13,-3.13
Hip,2.31,-11.03,-0.79
Kne,-4.71,-12.81,0.1
Ank,-1.1,-13,-3.13
Hip,2.31,-11.03,-0.79
Kne,-4.88,-10.42,0.3
Ank,0.51,-11.36,-6
Hip,2.31,-11.03,-0.79
Kne,-4.88,-10.42,0.3
Ank,0.51,-11.36,-6
Hip,2.31,-11.03,-0.79
Kne,-4.88,-10.42,0.3
Ank,0.51,-11.36,-6
Hip,3.71,-8.81,-2.91
Kne,-4.88,-10.42,0.3
Ank,0.51,-11.36,-6
Hip,3.71,-8.81,-2.91
Kne,-4.29,-8.08,-0.52
Ank,7.15,-9.85,-2.48
Hip,3.71,-8.81,-2.91
Kne,-4.29,-8.08,-0.52
Ank,7.15,-9.85,-2.48
Hip,3.71,-8.81,-2.91
Kne,-4.29,-8.08,-0.52
Ank,7.15,-9.85,-2.48
Hip,3.54,-7.42,0.16
Kne,-4.29,-8.08,-0.52
Ank,7.15,-9.85,-2.48
Hip,3.54,-7.42,0.16
Kne,-9.46,-5.25,-1.43
Ank,8.57,-11.19,-6.05
Hip,3.54,-7.42,0.16
Kne,-9.46,-5.25,-1.43
Ank,8.57,-11.19,-6.05
Hip,3.54,-7.42,0.16
Kne,-9.46,-5.25,-1.43
Ank,8.57,-11.19,-6.05
Hip,2.57,-7.68,1.38
Kne,-9.46,-5.25,-1.43
Ank,8.57,-11.19,-6.05
Hip,2.57,-7.68,1.38
Kne,-5.97,-5.97,-0.74
Ank,5.03,-9.18,-2.77
Hip,2.57,-7.68,1.38
Kne,-5.97,-5.97,-0.74
Ank,5.03,-9.18,-2.77
Hip,2.57,-7.68,1.38
Kne,-5.97,-5.97,-0.74
Ank,5.03,-9.18,-2.77
Hip,1.9,-8.22,2.02
Kne,-5.97,-5.97,-0.74
Ank,5.03,-9.18,-2.77
Hip,1.9,-8.22,2.02
Kne,-1.85,-7.66,-0.76
Ank,0.25,-7.95,1.77
Hip,1.9,-8.22,2.02
Kne,-1.85,-7.66,-0.76
Ank,0.25,-7.95,1.77
Hip,1.9,-8.22,2.02
Kne,-1.85,-7.66,-0.76
Ank,0.25,-7.95,1.77
Hip,1.83,-8.57,2.6
Kne,-1.85,-7.66,-0.76
Ank,0.25,-7.95,1.77
Hip,1.83,-8.57,2.6
Kne,-4.05,-8.27,0.21
Ank,-1.9,-7.33,3.68
Hip,1.83,-8.57,2.6
Kne,-4.05,-8.27,0.21
Ank,-1.9,-7.33,3.68
Hip,1.83,-8.57,2.6
Kne,-4.05,-8.27,0.21
Ank,-1.9,-7.33,3.68
Hip,1.03,-9.12,1.85
Kne,-4.05,-8.27,0.21
Ank,-1.9,-7.33,3.68
Hip,1.03,-9.12,1.85
Kne,-0.9,-9.26,0.66
Ank,-1.4,-7.52,3.91
Hip,1.03,-9.12,1.85
Kne,-0.9,-9.26,0.66
Ank,-1.4,-7.52,3.91
Hip,1.03,-9.12,1.85
Kne,-0.9,-9.26,0.66
Ank,-1.4,-7.52,3.91
Hip,1.2,-9.61,1.14
Kne,-0.9,-9.26,0.66
Ank,-1.4,-7.52,3.91
Hip,1.2,-9.61,1.14
Kne,-2.28,-9.07,-0.29
Ank,-1.47,-7.69,4.63
Hip,1.2,-9.61,1.14
Kne,-2.28,-9.07,-0.29
Ank,-1.47,-7.69,4.63
Hip,1.2,-9.61,1.14
Kne,-2.28,-9.07,-0.29
Ank,-1.47,-7.69,4.63
Hip,1.81,-9.72,1.55
Kne,-2.28,-9.07,-0.29
Ank,-1.47,-7.69,4.63
Hip,1.81,-9.72,1.55
Kne,-3.83,-8.82,-0.2
Ank,-3.29,-9.62,3.92
Hip,1.81,-9.72,1.55
Kne,-3.83,-8.82,-0.2
Ank,-3.29,-9.62,3.92
Hip,1.81,-9.72,1.55
Kne,-3.83,-8.82,-0.2
Ank,-3.29,-9.62,3.92
Hip,0.67,-9.37,1.37
Kne,-3.83,-8.82,-0.2
Ank,-3.29,-9.62,3.92
Hip,0.67,-9.37,1.37
Kne,-2.08,-9.7,-1.1
Ank,4.9,-18.87,0.2
Hip,0.67,-9.37,1.37
Kne,-2.08,-9.7,-1.1
Ank,4.9,-18.87,0.2
Hip,0.67,-9.37,1.37
Kne,-2.08,-9.7,-1.1
Ank,4.9,-18.87,0.2
Hip,1.05,-9.09,0.62
Kne,-2.08,-9.7,-1.1
Ank,4.9,-18.87,0.2
Hip,1.05,-9.09,0.62
Kne,0.2,-9.65,-2.62
Ank,-0.27,-12.41,2.08
Hip,1.05,-9.09,0.62
Kne,0.2,-9.65,-2.62
Ank,-0.27,-12.41,2.08
Hip,1.05,-9.09,0.62
Kne,0.2,-9.65,-2.62
Ank,-0.27,-12.41,2.08
Hip,3.07,-11.23,0.13
Kne,0.2,-9.65,-2.62
Ank,-0.27,-12.41,2.08
Hip,3.07,-11.23,0.13
Kne,1.9,-12.95,3.57
Ank,-0.24,-11.04,0.29
Hip,3.07,-11.23,0.13
Kne,1.9,-12.95,3.57
Ank,-0.24,-11.04,0.29
Hip,3.07,-11.23,0.13
Kne,1.9,-12.95,3.57
Ank,-0.24,-11.04,0.29
Hip,3.73,-12.95,-0.29
Kne,1.9,-12.95,3.57
Ank,-0.24,-11.04,0.29
Hip,3.73,-12.95,-0.29
Kne,1.72,-12.43,5.08
Ank,0.74,-10.62,0.11
Hip,3.73,-12.95,-0.29
Kne,1.72,-12.43,5.08
Ank,0.74,-10.62,0.11
Hip,3.73,-12.95,-0.29
Kne,1.72,-12.43,5.08
Ank,0.74,-10.62,0.11
Hip,3.98,-10.73,0.58
Kne,1.72,-12.43,5.08
Ank,0.74,-10.62,0.11
Hip,3.98,-10.73,0.58
Kne,2.48,-9.84,1.69
Ank,0.64,-9.7,-0.2
Hip,3.98,-10.73,0.58
Kne,2.48,-9.84,1.69
Ank,0.64,-9.7,-0.2
Hip,3.98,-10.73,0.58
Kne,2.48,-9.84,1.69
Ank,0.64,-9.7,-0.2
Hip,2.2,-9.02,-0.84
Kne,2.48,-9.84,1.69
Ank,0.64,-9.7,-0.2
Hip,2.2,-9.02,-0.84
Kne,-0.67,-9.92,0.11
Ank,0.63,-10.22,0.84
Hip,2.2,-9.02,-0.84
Kne,-0.67,-9.92,0.11
Ank,0.63,-10.22,0.84
Hip,2.2,-9.02,-0.84
Kne,-0.67,-9.92,0.11
Ank,0.63,-10.22,0.84
Hip,1.73,-9.52,-3.16
Kne,-0.67,-9.92,0.11
Ank,0.63,-10.22,0.84
Hip,1.73,-9.52,-3.16
Kne,2.08,-10.64,0.08
Ank,0.38,-10.08,0.73
Hip,1.73,-9.52,-3.16
Kne,2.08,-10.64,0.08
Ank,0.38,-10.08,0.73
Hip,1.73,-9.52,-3.16
Kne,2.08,-10.64,0.08
Ank,0.38,-10.08,0.73
Hip,2.1,-9.82,-3.54
Kne,2.08,-10.64,0.08
Ank,0.38,-10.08,0.73
Hip,2.1,-9.82,-3.54
Kne,-1.18,-10.56,-1.38
Ank,0.38,-10,0.85
Hip,2.1,-9.82,-3.54
Kne,-1.18,-10.56,-1.38
Ank,0.38,-10,0.85
Hip,2.1,-9.82,-3.54
Kne,-1.18,-10.56,-1.38
Ank,0.38,-10,0.85
Hip,0.5,-9.87,-2.92
Kne,-1.18,-10.56,-1.38
Ank,0.38,-10,0.85
Hip,0.5,-9.87,-2.92
Kne,-2.46,-10.23,-1.35
Ank,0.62,-10.19,0.86
Hip,0.5,-9.87,-2.92
Kne,-2.46,-10.23,-1.35
Ank,0.62,-10.19,0.86
Hip,0.5,-9.87,-2.92
Kne,-2.46,-10.23,-1.35
Ank,0.62,-10.19,0.86
Hip,-0.1,-9.98,-3.03
Kne,-2.46,-10.23,-1.35
Ank,0.62,-10.19,0.86
Hip,-0.1,-9.98,-3.03
Kne,-2.55,-10.36,-1.14
Ank,0.57,-9.98,0.59
Hip,-0.1,-9.98,-3.03
Kne,-2.55,-10.36,-1.14
Ank,0.57,-9.98,0.59
Hip,-0.1,-9.98,-3.03
Kne,-2.55,-10.36,-1.14
Ank,0.57,-9.98,0.59
Hip,0.17,-9.9,-2.22
Kne,-2.55,-10.36,-1.14
Ank,0.57,-9.98,0.59
Hip,0.17,-9.9,-2.22
Kne,-2.39,-10.24,-0.07
Ank,0.55,-9.86,0.45
Hip,0.17,-9.9,-2.22
Kne,-2.39,-10.24,-0.07
Ank,0.55,-9.86,0.45
Hip,0.17,-9.9,-2.22
Kne,-2.39,-10.24,-0.07
Ank,0.55,-9.86,0.45
Hip,0.41,-10.33,-1.05
Kne,-2.39,-10.24,-0.07
Ank,0.55,-9.86,0.45
Hip,0.41,-10.33,-1.05
Kne,-2.87,-9.73,0.65
Ank,0.59,-9.77,0.25
Hip,0.41,-10.33,-1.05
Kne,-2.87,-9.73,0.65
Ank,0.59,-9.77,0.25
Hip,0.41,-10.33,-1.05
Kne,-2.87,-9.73,0.65
Ank,0.59,-9.77,0.25
Hip,0.36,-10.15,-1.12
Kne,-2.87,-9.73,0.65
Ank,0.59,-9.77,0.25
Hip,0.36,-10.15,-1.12
Kne,-1.15,-10.13,0.2
Ank,0.51,-9.86,0.32
Hip,0.36,-10.15,-1.12
Kne,-1.15,-10.13,0.2
Ank,0.51,-9.86,0.32
Hip,0.36,-10.15,-1.12
Kne,-1.15,-10.13,0.2
Ank,0.51,-9.86,0.32
Hip,0.51,-9.91,-1.28
Kne,-1.15,-10.13,0.2
Ank,0.51,-9.86,0.32
Hip,0.51,-9.91,-1.28
Kne,-1.13,-10.16,0.13
Ank,0.37,-9.82,0.35
Hip,0.51,-9.91,-1.28
Kne,-1.13,-10.16,0.13
Ank,0.37,-9.82,0.35
Hip,0.51,-9.91,-1.28
Kne,-1.13,-10.16,0.13
Ank,0.37,-9.82,0.35
Hip,0.03,-9.84,-1.51
Kne,-1.13,-10.16,0.13
Ank,0.37,-9.82,0.35
Hip,0.03,-9.84,-1.51
Kne,-1.23,-10.18,0.15
Ank,0.47,-9.84,0.31
Hip,0.03,-9.84,-1.51
Kne,-1.23,-10.18,0.15
Ank,0.47,-9.84,0.31
Hip,0.03,-9.84,-1.51
Kne,-1.23,-10.18,0.15
Ank,0.47,-9.84,0.31
Hip,-0.37,-10.08,-0.88
Kne,-1.23,-10.18,0.15
Ank,0.47,-9.84,0.31
Hip,-0.37,-10.08,-0.88
Kne,-2.96,-9.74,0.12
Ank,0.55,-9.75,0.22
Hip,-0.37,-10.08,-0.88
Kne,-2.96,-9.74,0.12
Ank,0.55,-9.75,0.22
Hip,-0.37,-10.08,-0.88
Kne,-2.96,-9.74,0.12
Ank,0.55,-9.75,0.22
Hip,-0.07,-9.98,-0.86
Kne,-2.96,-9.74,0.12
Ank,0.55,-9.75,0.22
Hip,-0.07,-9.98,-0.86
Kne,-2.08,-9.66,0.15
Ank,0.65,-9.84,0.32
Hip,-0.07,-9.98,-0.86
Kne,-2.08,-9.66,0.15
Ank,0.65,-9.84,0.32
Hip,-0.07,-9.98,-0.86
Kne,-2.08,-9.66,0.15
Ank,0.65,-9.84,0.32
Hip,1.03,-9.72,-1.28
Kne,-2.08,-9.66,0.15
Ank,0.65,-9.84,0.32
Hip,1.03,-9.72,-1.28
Kne,-0.7,-10.05,0.46
Ank,0.56,-9.87,0.35
Hip,1.03,-9.72,-1.28
Kne,-0.7,-10.05,0.46
Ank,0.56,-9.87,0.35
Hip,1.03,-9.72,-1.28
Kne,-0.7,-10.05,0.46
Ank,0.56,-9.87,0.35
Hip,1.23,-9.97,-1.13
Kne,-0.7,-10.05,0.46
Ank,0.56,-9.87,0.35
Hip,1.23,-9.97,-1.13
Kne,-0.97,-10.02,0.28
Ank,0.64,-9.96,0.45
Hip,1.23,-9.97,-1.13
Kne,-0.97,-10.02,0.28
Ank,0.64,-9.96,0.45
Hip,1.23,-9.97,-1.13
Kne,-0.97,-10.02,0.28
Ank,0.64,-9.96,0.45
Hip,1.16,-10,-0.75
Kne,-0.97,-10.02,0.28
Ank,0.64,-9.96,0.45
Hip,1.16,-10,-0.75
Kne,-0.74,-10.18,0.86
Ank,0.53,-9.8,0.25
Hip,1.16,-10,-0.75
Kne,-0.74,-10.18,0.86
Ank,0.53,-9.8,0.25
Hip,1.16,-10,-0.75
Kne,-0.74,-10.18,0.86
Ank,0.53,-9.8,0.25
Hip,0.56,-10.19,-0.42
Kne,-0.74,-10.18,0.86
Ank,0.53,-9.8,0.25
Hip,0.56,-10.19,-0.42
Kne,-1.37,-10.01,0.73
Ank,0.58,-9.77,0.2
Hip,0.56,-10.19,-0.42
Kne,-1.37,-10.01,0.73
Ank,0.58,-9.77,0.2
Hip,0.56,-10.19,-0.42
Kne,-1.37,-10.01,0.73
Ank,0.58,-9.77,0.2
Hip,0.34,-9.99,-0.86
Kne,-1.37,-10.01,0.73
Ank,0.58,-9.77,0.2
Hip,0.34,-9.99,-0.86
Kne,-1.52,-9.98,0.38
Ank,0.58,-9.91,0.37
Hip,0.34,-9.99,-0.86
Kne,-1.52,-9.98,0.38
Ank,0.58,-9.91,0.37
Hip,0.34,-9.99,-0.86
Kne,-1.52,-9.98,0.38
Ank,0.58,-9.91,0.37
Hip,0.15,-9.95,-0.95
Kne,-1.52,-9.98,0.38
Ank,0.58,-9.91,0.37
Hip,0.15,-9.95,-0.95
Kne,-2.45,-9.95,0.35
Ank,0.59,-9.84,0.28
Hip,0.15,-9.95,-0.95
Kne,-2.45,-9.95,0.35
Ank,0.59,-9.84,0.28
Hip,0.15,-9.95,-0.95
Kne,-2.45,-9.95,0.35
Ank,0.59,-9.84,0.28
Hip,0.03,-10.2,-0.74
Kne,-2.45,-9.95,0.35
Ank,0.59,-9.84,0.28
Hip,0.03,-10.2,-0.74
Kne,-1.96,-9.94,0.46
Ank,0.62,-9.86,0.31
Hip,0.03,-10.2,-0.74
Kne,-1.96,-9.94,0.46
Ank,0.62,-9.86,0.31
Hip,0.03,-10.2,-0.74
Kne,-1.96,-9.94,0.46
Ank,0.62,-9.86,0.31
Hip,0.64,-10,-0.75
Kne,-1.96,-9.94,0.46
Ank,0.62,-9.86,0.31
Hip,0.64,-10,-0.75
Kne,-1.47,-9.87,0.61
Ank,0.69,-9.91,0.36
Hip,0.64,-10,-0.75
Kne,-1.47,-9.87,0.61
Ank,0.69,-9.91,0.36
Hip,0.64,-10,-0.75
Kne,-1.47,-9.87,0.61
Ank,0.69,-9.91,0.36
Hip,0.99,-9.89,-0.75
Kne,-1.47,-9.87,0.61
Ank,0.69,-9.91,0.36
Hip,0.99,-9.89,-0.75
Kne,-0.57,-10.04,0.68
Ank,0.62,-9.89,0.35
Hip,0.99,-9.89,-0.75
Kne,-0.57,-10.04,0.68
Ank,0.62,-9.89,0.35
Hip,0.99,-9.89,-0.75
Kne,-0.57,-10.04,0.68
Ank,0.62,-9.89,0.35
Hip,0.95,-9.98,-0.72
Kne,-0.57,-10.04,0.68
Ank,0.62,-9.89,0.35
Hip,0.95,-9.98,-0.72
Kne,-1.26,-9.97,0.64
Ank,0.61,-9.83,0.27
Hip,0.95,-9.98,-0.72
Kne,-1.26,-9.97,0.64
Ank,0.61,-9.83,0.27
Hip,0.95,-9.98,-0.72
Kne,-1.26,-9.97,0.64
Ank,0.61,-9.83,0.27
Hip,0.59,-10.1,-0.51
Kne,-1.26,-9.97,0.64
Ank,0.61,-9.83,0.27
Hip,0.59,-10.1,-0.51
Kne,-1.96,-9.95,0.51
Ank,0.61,-9.85,0.29
Hip,0.59,-10.1,-0.51
Kne,-1.96,-9.95,0.51
Ank,0.61,-9.85,0.29
Hip,0.59,-10.1,-0.51
Kne,-1.96,-9.95,0.51
Ank,0.61,-9.85,0.29
Hip,0.2,-10.04,-0.76
Kne,-1.96,-9.95,0.51
Ank,0.61,-9.85,0.29
Hip,0.2,-10.04,-0.76
Kne,-1.67,-10.02,0.54
Ank,0.65,-9.9,0.33
Hip,0.2,-10.04,-0.76
Kne,-1.67,-10.02,0.54
Ank,0.65,-9.9,0.33
Hip,0.2,-10.04,-0.76
Kne,-1.67,-10.02,0.54
Ank,0.65,-9.9,0.33
Hip,0.46,-10.06,-0.85
Kne,-1.67,-10.02,0.54
Ank,0.65,-9.9,0.33
Hip,0.46,-10.06,-0.85
Kne,-1.49,-10.02,0.55
Ank,0.56,-9.83,0.28
Hip,0.46,-10.06,-0.85
Kne,-1.49,-10.02,0.55
Ank,0.56,-9.83,0.28
